#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input_files/WG_assembly_edited.fa	edge_172	3403	4166	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
input_files/WG_assembly_edited.fa	edge_1937	2419	3684	-	cmlB1_1	1-1266/1266	===============	0/0	100.00	86.33	resfinder	AM296481	cmlB1	Chloramphenicol
input_files/WG_assembly_edited.fa	edge_203	559481	560347	-	blaSHV-187_1	1-867/867	===============	0/0	100.00	99.54	resfinder	LN515533	blaSHV-187	
input_files/WG_assembly_edited.fa	edge_2058	427	1293	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_2058	5608	6422	-	blaNDM-5_1	1-813/813	========/======	2/2	100.00	99.75	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
input_files/WG_assembly_edited.fa	edge_2075	328	1541	-	floR_2	1-1214/1215	===============	0/0	99.92	98.27	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
input_files/WG_assembly_edited.fa	edge_216	4215	4744	+	aac(3)-Ib_1	1-531/531	========/======	1/1	99.81	99.81	resfinder	L06157	aac(3)-Ib	Gentamicin
input_files/WG_assembly_edited.fa	edge_219	3413	4279	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_219	4750	5182	-	ant(2'')-Ia_1	102-534/534	..=============	0/0	81.09	100.00	resfinder	X04555	ant(2'')-Ia	Gentamicin;Tobramycin
input_files/WG_assembly_edited.fa	edge_220	28980	30185	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
input_files/WG_assembly_edited.fa	edge_220	37964	38446	-	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
input_files/WG_assembly_edited.fa	edge_220	42380	43301	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
input_files/WG_assembly_edited.fa	edge_225	149745	150551	+	aph(3')-IIb_1	1-807/807	===============	0/0	100.00	98.76	resfinder	X90856	aph(3')-IIb	
input_files/WG_assembly_edited.fa	edge_225	162907	164100	-	blaPAO_2	1-1194/1194	===============	0/0	100.00	99.25	resfinder	FJ666065	blaPAO	
input_files/WG_assembly_edited.fa	edge_225	560979	561176	-	crpP_1	1-198/198	===============	0/0	100.00	98.99	resfinder	HM560971	crpP	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_225	959661	960299	-	catB7_1	1-639/639	===============	0/0	100.00	98.75	resfinder	AF036933	catB7	Chloramphenicol
input_files/WG_assembly_edited.fa	edge_225	973200	974000	+	blaVIM-4_1	1-801/801	===============	0/0	100.00	100.00	resfinder	EU581706	blaVIM-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
input_files/WG_assembly_edited.fa	edge_225	974125	974577	+	ARR-7_1	1-453/453	===============	0/0	100.00	100.00	resfinder	FN397623	ARR-7	
input_files/WG_assembly_edited.fa	edge_225	1010656	1011435	-	aph(3')-VIa_1	1-780/780	===============	0/0	100.00	100.00	resfinder	X07753	aph(3')-VIa	Amikacin
input_files/WG_assembly_edited.fa	edge_2278	23717	24541	-	blaOXA-180_1	1-825/825	===============	0/0	100.00	99.52	resfinder	HM570036	blaOXA-180	
input_files/WG_assembly_edited.fa	edge_2280	906	1726	+	blaOXA-500_1	1-822/822	========/======	1/1	99.88	99.76	resfinder	JMNQ01000002	blaOXA-500	
input_files/WG_assembly_edited.fa	edge_2292	19	492	+	dfrA1_8	1-474/474	===============	0/0	100.00	100.00	resfinder	X00926	dfrA1	Trimethoprim
input_files/WG_assembly_edited.fa	edge_2292	1158	1957	+	ant(3'')-Ia_1	170-972/972	..======/======	1/3	82.30	99.38	resfinder	X02340	ant(3'')-Ia	Streptomycin
input_files/WG_assembly_edited.fa	edge_2394	58668	59462	-	ampH_1	1-795/795	===============	0/0	100.00	98.49	resfinder	AJ276031	ampH	
input_files/WG_assembly_edited.fa	edge_241	166449	167324	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
input_files/WG_assembly_edited.fa	edge_243	10385	11200	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
input_files/WG_assembly_edited.fa	edge_244	123949	124809	-	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.77	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
input_files/WG_assembly_edited.fa	edge_244	127898	129143	-	tet(A)_6	1-1247/1275	========/======	1/1	97.73	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_244	130122	130958	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
input_files/WG_assembly_edited.fa	edge_244	130958	131760	-	aph(3'')-Ib_5	1-804/804	========/======	1/1	99.88	99.88	resfinder	AF321551	aph(3'')-Ib	Streptomycin
input_files/WG_assembly_edited.fa	edge_244	131821	132636	-	sul2_2	1-816/816	===============	0/0	100.00	99.88	resfinder	AY034138	sul2	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_244	134007	134928	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
input_files/WG_assembly_edited.fa	edge_244	140224	141090	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_244	141610	142398	-	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
input_files/WG_assembly_edited.fa	edge_244	142529	143002	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
input_files/WG_assembly_edited.fa	edge_250	1379	1852	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
input_files/WG_assembly_edited.fa	edge_259	2623	3096	+	dfrA1_10	1-474/474	===============	0/0	100.00	99.79	resfinder	AF203818	dfrA1	Trimethoprim
input_files/WG_assembly_edited.fa	edge_259	3179	3980	+	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
input_files/WG_assembly_edited.fa	edge_259	9563	10378	-	sul2_2	1-816/816	===============	0/0	100.00	99.88	resfinder	AY034138	sul2	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_260	3239	3895	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_2729	1189	2015	-	blaOXA-72_1	1-828/828	========/======	1/1	99.88	99.76	resfinder	AY739646	blaOXA-72	
input_files/WG_assembly_edited.fa	edge_3018	2607	4147	-	qepA4_1	1-1536/1536	========/======	4/9	99.87	99.16	resfinder	KX580704	qepA4	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_3090	828	1714	-	blaOXY-1-1_1	1-876/876	========/======	13/13	99.89	92.79	resfinder	Z30177	blaOXY-1-1	
input_files/WG_assembly_edited.fa	edge_3234	302	1116	+	sul2_2	1-816/816	========/======	1/1	99.88	99.51	resfinder	AY034138	sul2	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_3234	1177	1967	+	aph(3'')-Ib_5	1-794/804	========/======	3/3	98.38	98.61	resfinder	AF321551	aph(3'')-Ib	Streptomycin
input_files/WG_assembly_edited.fa	edge_324	13808	14599	+	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_325	578	1379	-	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.88	resfinder	X02340	ant(3'')-Ia	Streptomycin
input_files/WG_assembly_edited.fa	edge_325	1462	2719	-	cmlA1_1	1-1260/1260	========/======	1/2	99.84	99.36	resfinder	M64556	cmlA1	Chloramphenicol
input_files/WG_assembly_edited.fa	edge_325	2981	3782	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
input_files/WG_assembly_edited.fa	edge_325	4180	4677	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
input_files/WG_assembly_edited.fa	edge_3591	6708	7364	+	qnrS2_1	1-657/657	===============	0/0	100.00	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_372	2375	3019	+	qnrB1_1	1-645/645	===============	0/0	100.00	99.22	resfinder	DQ351241	qnrB1	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_383	1	733	+	aph(6)-Id_1	105-837/837	.==============	0/0	87.57	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
input_files/WG_assembly_edited.fa	edge_3832	7314	8798	-	lsa(A)_3	6-1495/1497	========/======	22/27	98.46	94.34	resfinder	AY737526	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
input_files/WG_assembly_edited.fa	edge_385	11853	12653	+	blaOXA-35_1	1-801/801	===============	0/0	100.00	100.00	resfinder	AF315786	blaOXA-35	Amoxicillin;Ampicillin;Aztreonam;Piperacillin
input_files/WG_assembly_edited.fa	edge_385	13128	13994	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_3957	707	1953	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_3975	49	864	-	aph(3')-Ia_7	1-816/816	===============	0/0	100.00	99.63	resfinder	X62115	aph(3')-Ia	
input_files/WG_assembly_edited.fa	edge_3975	2421	3281	-	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.77	resfinder	EU022314	aac(3)-IId	Gentamicin;Tobramycin
input_files/WG_assembly_edited.fa	edge_3977	2756	3355	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	99.83	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_3977	3632	4287	+	qnrVC1_1	1-657/657	========/======	1/1	99.85	99.70	resfinder	EU436855	qnrVC1	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_3977	5246	6046	+	blaOXA-10_1	1-801/801	===============	0/0	100.00	99.75	resfinder	J03427	blaOXA-10	Amoxicillin;Ampicillin;Aztreonam;Piperacillin;Piperacillin+Tazobactam
input_files/WG_assembly_edited.fa	edge_3977	6043	6854	+	ant(3'')-Ia_1	161-972/972	..=============	0/0	83.54	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
input_files/WG_assembly_edited.fa	edge_4055	1809	2621	+	aadA2_1	7-819/819	===============	0/0	99.27	99.88	resfinder	NC_010870	aadA2	Streptomycin
input_files/WG_assembly_edited.fa	edge_4055	2753	3574	+	lnu(F)_1	1-822/822	===============	0/0	100.00	100.00	resfinder	EU118119	lnu(F)	Lincomycin
input_files/WG_assembly_edited.fa	edge_4055	5501	6361	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
input_files/WG_assembly_edited.fa	edge_4056	63	662	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_4056	793	1623	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
input_files/WG_assembly_edited.fa	edge_4106	854	1975	+	tet(39)_1	1-1122/1122	===============	0/0	100.00	100.00	resfinder	KT346360	tet(39)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_4108	14998	15824	-	blaOXA-72_1	1-828/828	========/======	1/1	99.88	99.76	resfinder	AY739646	blaOXA-72	
input_files/WG_assembly_edited.fa	edge_4109	879	2354	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	
input_files/WG_assembly_edited.fa	edge_4109	2410	3294	+	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
input_files/WG_assembly_edited.fa	edge_4165	1309	2448	+	blaDHA-1_1	1-1140/1140	===============	0/0	100.00	100.00	resfinder	Y16410	blaDHA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
input_files/WG_assembly_edited.fa	edge_4165	6572	7216	+	qnrB4_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ303921	qnrB4	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_4196	24838	25719	-	blaKPC-2_1	1-882/882	===============	0/0	100.00	100.00	resfinder	AY034847	blaKPC-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
input_files/WG_assembly_edited.fa	edge_4328	6977	7622	+	qnrS2_1	1-646/657	===============	0/0	98.33	100.00	resfinder	DQ485530	qnrS2	Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_4366	4024	5169	-	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	99.22	resfinder	X91840	blaCMY-2	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
input_files/WG_assembly_edited.fa	edge_4367	4887	5651	-	imiH_1	1-765/765	===============	0/0	100.00	96.47	resfinder	AJ548797	imiH	
input_files/WG_assembly_edited.fa	edge_439	25481	26296	+	aph(3')-Ia_7	1-816/816	===============	0/0	100.00	99.63	resfinder	X62115	aph(3')-Ia	
input_files/WG_assembly_edited.fa	edge_442	75	3182	-	oqxB_1	1-3108/3153	===============	0/0	98.57	90.73	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_442	3207	4381	-	oqxA_1	1-1176/1176	========/======	1/1	99.91	87.75	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_4435	1	1167	-	tet(E)_3	1-1167/1218	===============	0/0	95.81	99.83	resfinder	CP000645	tet(E)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_534	631368	632564	+	tet(J)_1	1-1197/1197	===============	0/0	100.00	99.33	resfinder	ACLE01000065	tet(J)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_550	122757	123176	-	fosA6_1	1-420/433	===============	0/0	97.00	99.76	resfinder	KU254579	fosA6	Fosfomycin
input_files/WG_assembly_edited.fa	edge_56	86	901	+	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
input_files/WG_assembly_edited.fa	edge_643	97164	98396	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
input_files/WG_assembly_edited.fa	edge_678	16902	18048	+	blaMIR-3_1	1-1146/1146	========/======	1/1	100.00	98.61	resfinder	AY743435	blaMIR-3	
input_files/WG_assembly_edited.fa	edge_693	623063	623883	+	POM-1_1	1-821/821	===============	0/0	100.00	98.78	resfinder	GU002295	POM-1	
input_files/WG_assembly_edited.fa	edge_700	1736	2700	+	ant(3'')-Ia_1	1-972/972	========/======	3/7	99.28	99.18	resfinder	X02340	ant(3'')-Ia	Streptomycin
input_files/WG_assembly_edited.fa	edge_703	22617	23042	+	fosA_1	1-426/426	===============	0/0	100.00	97.65	resfinder	M85195	fosA	Fosfomycin
input_files/WG_assembly_edited.fa	edge_706	5549	6452	-	aac(3)-VIa_2	1-903/903	========/======	1/1	100.00	99.89	resfinder	NC_009838	aac(3)-VIa	Gentamicin
input_files/WG_assembly_edited.fa	edge_801	13841	15011	+	oqxA_1	1-1176/1176	========/======	4/5	99.57	98.98	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_801	15035	18184	+	oqxB_1	1-3153/3153	========/======	2/3	99.90	98.80	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
input_files/WG_assembly_edited.fa	edge_860	2751	3964	+	floR_2	1-1214/1215	===============	0/0	99.92	98.35	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
input_files/WG_assembly_edited.fa	edge_860	5917	6730	+	sul2_11	1-816/816	========/======	2/2	99.75	99.63	resfinder	AY232670	sul2	Sulfamethoxazole
input_files/WG_assembly_edited.fa	edge_860	14086	15312	+	msr(E)_1	1-1227/1476	=============..	0/0	83.13	100.00	resfinder	FR751518	msr(E)	
input_files/WG_assembly_edited.fa	edge_861	1214	2089	-	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
input_files/WG_assembly_edited.fa	edge_941	2819	3940	+	tet(39)_1	1-1122/1122	===============	0/0	100.00	100.00	resfinder	KT346360	tet(39)	Doxycycline;Tetracycline
input_files/WG_assembly_edited.fa	edge_941	5672	6556	-	mph(E)_1	1-885/885	===============	0/0	100.00	100.00	resfinder	DQ839391	mph(E)	Erythromycin
input_files/WG_assembly_edited.fa	edge_941	6612	8087	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	
