#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2055	1112	1220	-	Col440I_1	1-110/114	========/======	1/1	95.61	91.82	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2088	1477	1849	-	IncX1_1	1-374/374	========/======	1/1	99.73	94.65	plasmidfinder	EU370913	IncX1_1__EU370913	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2146	45128	45504	+	IncX1_4	1-377/377	===============	0/0	100.00	98.67	plasmidfinder	JN935898	IncX1_4__JN935898	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2200	6722	7364	+	IncFIB(pB171)_1_pB171	1-643/643	===============	0/0	100.00	99.22	plasmidfinder	AB024946	IncFIB(pB171)_1_pB171_AB024946	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2418	27707	28083	-	IncX1_4	1-377/377	===============	0/0	100.00	98.94	plasmidfinder	JN935898	IncX1_4__JN935898	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_244	63364	63864	-	IncFIC(FII)_1	1-499/499	========/======	4/4	99.80	84.66	plasmidfinder	AP001918	IncFIC(FII)_1__AP001918	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2461	7665	7807	-	IncI1_1_Alpha	1-142/142	========/======	1/1	100.00	99.30	plasmidfinder	AP005147	IncI1_1_Alpha_AP005147	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_247	13692	14078	-	IncFIA_1	1-388/388	========/======	1/1	99.74	99.48	plasmidfinder	AP001918	IncFIA_1__AP001918	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2728	6865	7831	+	pENTAS02_1	1-979/979	========/======	7/20	98.37	86.67	plasmidfinder	CP003028	pENTAS02_1__CP003028	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2758	1381	1962	+	IncFII(pMET)_1_pMET1	1-577/577	========/======	5/5	100.00	93.47	plasmidfinder	EU383016	IncFII(pMET)_1_pMET1_EU383016	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2807	4245	4357	+	Col440I_1	1-114/114	========/======	1/1	99.12	94.74	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2824	2656	2809	-	Col156_1	1-154/154	===============	0/0	100.00	97.40	plasmidfinder	NC_009781	Col156_1__NC_009781	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2868	3050	3243	+	Col(Ye4449)_1	1-194/194	===============	0/0	100.00	80.41	plasmidfinder	FJ696405	Col(Ye4449)_1__FJ696405	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_2995	2994	3443	+	IncQ2_1	1-450/450	===============	0/0	100.00	98.89	plasmidfinder	FJ696404	IncQ2_1__FJ696404	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3051	3147	3258	-	ColRNAI_1	19-130/130	..======/======	2/2	85.38	90.27	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3051	3852	4134	-	Col440II_1	2-281/282	========/======	1/3	99.29	85.51	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3052	291	420	-	ColRNAI_1	1-130/130	========/======	2/2	99.23	85.50	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3052	1010	1292	-	Col440II_1	2-281/282	========/======	1/3	99.29	84.45	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3235	3739	3865	-	ColRNAI_1	1-128/130	========/======	3/3	96.92	83.72	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3245	19808	20367	+	IncFIB(pKPHS1)_1_pKPHS1	1-560/560	===============	0/0	100.00	98.21	plasmidfinder	CP003223	IncFIB(pKPHS1)_1_pKPHS1_CP003223	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3377	6241	6470	-	IncFII(Yp)_1_Yersenia	1-230/230	===============	0/0	100.00	99.13	plasmidfinder	CP000670	IncFII(Yp)_1_Yersenia_CP000670	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3513	14567	15142	-	IncX5_2	1-576/576	===============	0/0	100.00	100.00	plasmidfinder	MF062700.1	IncX5_2__MF062700.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3515	4198	4327	-	ColRNAI_1	1-130/130	========/======	2/2	99.23	82.44	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3557	1244	1357	+	Col440I_1	1-114/114	========/======	2/2	99.12	96.52	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3614	3799	4186	-	IncFIA_1	1-388/388	===============	0/0	100.00	99.74	plasmidfinder	AP001918	IncFIA_1__AP001918	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3643	936	1077	-	Col156_1	13-154/154	.==============	0/0	92.21	98.59	plasmidfinder	NC_009781	Col156_1__NC_009781	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3654	2836	2965	-	ColRNAI_1	1-130/130	===============	0/0	100.00	100.00	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3658	3923	4917	+	pSL483_1	1-995/995	===============	0/0	100.00	100.00	plasmidfinder	CP001137	pSL483_1__CP001137	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3665	767	1506	+	IncFIB(pQil)_1_pQil	1-740/740	===============	0/0	100.00	99.86	plasmidfinder	JN233705	IncFIB(pQil)_1_pQil_JN233705	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3667	4181	4312	+	ColRNAI_1	1-130/130	========/======	2/2	100.00	87.12	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3667	11169	11300	+	ColRNAI_1	1-130/130	========/======	2/2	100.00	87.12	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_367	2428	2987	+	IncFIB(K)_1_Kpn3	1-560/560	===============	0/0	100.00	91.25	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3809	83	199	+	ColRNAI_1	13-128/130	.=======/======	1/1	89.23	82.05	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3809	2818	2973	-	Col3M_1	2-157/157	========/======	2/2	98.73	93.63	plasmidfinder	JX514065	Col3M_1__JX514065	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3851	497	1177	+	IncFIB(AP001918)_1	1-682/682	========/======	1/1	99.85	96.48	plasmidfinder	AP001918	IncFIB(AP001918)_1__AP001918	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3869	131	282	+	Col156_1	1-152/154	===============	0/0	98.70	90.79	plasmidfinder	NC_009781	Col156_1__NC_009781	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_387	79775	80025	+	IncR_1	1-251/251	===============	0/0	100.00	94.02	plasmidfinder	DQ449578	IncR_1__DQ449578	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3890	3249	3367	-	ColRNAI_1	13-130/130	.=======/======	1/1	90.77	83.19	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3890	8888	9006	-	ColRNAI_1	13-130/130	.=======/======	1/1	90.77	83.19	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3913	3375	3577	-	Col8282_1	3-205/207	===============	0/0	98.07	88.18	plasmidfinder	DQ995352	Col8282_1__DQ995352	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3939	161	274	-	Col440I_1	1-114/114	========/======	2/2	99.12	92.17	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3939	3501	3613	-	Col440I_1	1-114/114	========/======	1/1	99.12	92.11	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3940	182	294	-	Col440I_1	1-114/114	========/======	1/1	99.12	92.98	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3941	4455	4575	+	ColRNAI_1	11-130/130	.=======/======	1/1	92.31	84.30	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3983	113	240	+	ColRNAI_1	1-128/130	========/======	5/6	96.15	80.92	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_3983	3902	4184	+	Col440II_1	2-281/282	========/======	1/3	99.29	84.45	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4002	37001	37318	+	IncI2_1_Delta	1-316/316	========/======	3/4	99.68	97.49	plasmidfinder	AP002527	IncI2_1_Delta_AP002527	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4008	2033	2313	+	Col440II_1	2-282/282	===============	0/0	99.65	90.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4008	2890	3019	+	ColRNAI_1	1-130/130	========/======	2/2	99.23	84.73	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4008	7692	7972	+	Col440II_1	2-282/282	===============	0/0	99.65	90.75	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4008	8549	8678	+	ColRNAI_1	1-130/130	========/======	2/2	99.23	85.50	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4011	4844	4956	-	Col440I_1	1-114/114	========/======	1/1	99.12	92.98	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4015	287	569	-	Col440II_1	2-281/282	========/======	1/3	99.29	84.45	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4015	2800	2928	-	ColRNAI_1	1-128/130	========/======	1/1	98.46	81.39	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4015	3508	3790	-	Col440II_1	2-281/282	========/======	1/3	99.29	84.45	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4015	5999	6111	-	Col440I_1	1-113/114	===============	0/0	99.12	87.61	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4028	81727	82601	-	IncFIB(pHCM2)_1_pHCM2	1-875/875	===============	0/0	100.00	84.00	plasmidfinder	AL513384	IncFIB(pHCM2)_1_pHCM2_AL513384	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4031	4135	4254	-	ColRNAI_1	13-130/130	.=======/======	2/2	90.77	89.17	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4031	9765	9884	-	ColRNAI_1	13-130/130	.=======/======	2/2	90.77	89.17	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_4033	2586	2699	-	Col440I_1	1-114/114	========/======	2/2	99.12	93.91	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_555	19215	19728	-	IncN_1	1-514/514	===============	0/0	100.00	100.00	plasmidfinder	AY046276	IncN_1__AY046276	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_556	31216	31951	+	IncL/M(pMU407)_1_pMU407	1-739/739	========/======	2/3	99.59	99.19	plasmidfinder	U27345	IncL/M(pMU407)_1_pMU407_U27345	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_695	4397	4785	-	IncFIA(HI1)_1_HI1	1-388/388	========/======	1/1	100.00	98.20	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_777	4915	5068	-	Col156_1	1-154/154	===============	0/0	100.00	97.40	plasmidfinder	NC_009781	Col156_1__NC_009781	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_778	1466	1619	-	Col156_1	1-154/154	===============	0/0	100.00	94.81	plasmidfinder	NC_009781	Col156_1__NC_009781	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_815	2568	2697	-	ColRNAI_1	1-130/130	========/======	2/2	99.23	83.97	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_866	14839	15414	+	IncFII(pKPX1)	1-577/577	========/======	3/3	99.65	98.96	plasmidfinder	AP012055	IncFII(pKPX1)__AP012055	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_929	11631	11881	+	IncR_1	1-251/251	===============	0/0	100.00	99.60	plasmidfinder	DQ449578	IncR_1__DQ449578	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_932	4840	5090	-	IncR_1	1-251/251	===============	0/0	100.00	100.00	plasmidfinder	DQ449578	IncR_1__DQ449578	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_934	4857	5243	+	IncFIA(HI1)_1_HI1	2-388/388	===============	0/0	99.74	99.22	plasmidfinder	AF250878	IncFIA(HI1)_1_HI1_AF250878	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_934	14241	14491	+	IncR_1	1-251/251	===============	0/0	100.00	100.00	plasmidfinder	DQ449578	IncR_1__DQ449578	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_936	3737	4296	-	IncFIB(pECLA)_1_pECLA	1-560/560	===============	0/0	100.00	99.82	plasmidfinder	CP001919	IncFIB(pECLA)_1_pECLA_CP001919	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_937	4200	4450	+	IncR_1	1-251/251	===============	0/0	100.00	99.60	plasmidfinder	DQ449578	IncR_1__DQ449578	
/home/johannabanana/20201023-ContigsAnnotate/input_files/SH_assembly_edited.fa	edge_940	30225	31109	+	p0111_1	1-885/885	===============	0/0	100.00	98.53	plasmidfinder	AP010962	p0111_1__AP010962	
